customer_id,gender,senior_citizen,partner,dependents,tenure,contract,internet_service,tech_support,online_security,paperless_billing,payment_method,monthly_charges,total_charges,num_support_calls,churn,sentiment_polarity,frustration_score,topic_billing,topic_service,topic_leaving
CUST-00669,1,0,0,0,9,1,1,0,1,1,2,69.9,628.04,0,0,1.0,0.0,0,0,0
CUST-00670,1,0,1,1,69,2,2,0,0,0,1,57.42,3777.54,3,0,1.0,0.0,0,0,0
CUST-00671,1,0,0,0,44,1,1,0,0,0,3,103.72,4112.63,1,1,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00672,1,0,1,0,46,1,1,1,0,1,0,40.54,1631.74,1,0,1.0,0.0,0,0,0
CUST-00673,0,0,1,0,6,2,1,1,0,1,2,66.3,442.69,2,0,0.0,0.5,0,1,0
CUST-00674,0,0,1,1,45,1,0,0,0,1,1,76.57,3005.41,0,0,0.0,0.5,1,0,0
CUST-00675,0,0,0,0,52,0,2,0,1,0,2,43.43,2291.7,2,0,0.8,0.09999999999999998,0,0,0
CUST-00676,0,0,1,0,42,2,1,0,0,1,3,49.1,1905.54,2,0,0.5,0.25,0,0,0
CUST-00677,0,0,0,0,6,0,1,1,0,1,1,47.16,280.93,1,1,0.0,0.5,0,0,1
CUST-00678,0,0,0,0,38,0,1,1,0,0,0,100.42,3848.58,1,1,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00679,1,0,0,0,68,0,1,1,1,1,0,112.86,7319.87,0,0,0.5,0.25,0,0,0
CUST-00680,0,0,0,0,52,2,0,0,0,0,3,67.87,3498.58,0,1,0.0,0.5,0,0,1
CUST-00681,1,0,1,0,10,0,1,0,0,0,1,58.29,586.85,0,0,0.8,0.09999999999999998,0,0,0
CUST-00682,0,0,0,0,70,0,1,2,0,1,1,50.0,3206.1,4,0,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00683,1,0,1,1,69,0,0,0,2,1,0,65.04,4317.32,1,0,0.0,0.5,0,1,0
CUST-00684,0,0,0,0,12,0,1,0,1,1,2,51.24,606.77,2,1,0.8,0.09999999999999998,0,0,0
CUST-00685,0,1,1,0,58,0,2,1,0,0,1,62.57,3445.88,1,0,0.5,0.25,0,0,0
CUST-00686,0,0,0,0,29,1,1,2,0,0,2,75.33,2015.09,0,0,1.0,0.0,0,0,0
CUST-00687,1,0,0,1,43,2,1,1,0,0,1,54.87,2172.6,3,1,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00688,1,1,0,0,32,0,1,0,1,0,2,60.26,1714.81,0,1,0.0,0.5,0,1,0
CUST-00689,0,0,0,1,57,0,2,2,0,0,2,60.36,3386.07,1,0,0.5,0.25,0,0,0
CUST-00690,1,0,1,0,72,0,1,0,0,1,2,57.06,3758.54,2,1,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00691,1,0,1,1,58,0,2,0,1,1,2,53.96,3171.7,1,1,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00692,0,0,1,0,67,1,0,0,1,0,0,84.05,5080.78,1,0,0.5,0.25,0,0,0
CUST-00693,1,0,0,0,69,1,2,0,0,0,3,20.73,1336.84,2,0,0.0,0.5,0,1,0
CUST-00694,0,0,1,1,6,1,2,0,0,1,2,104.36,654.42,2,1,0.0,0.5,0,0,1
CUST-00695,1,1,1,0,18,0,1,2,0,1,3,68.39,1239.75,2,1,0.0,0.5,1,0,0
CUST-00696,1,0,1,0,52,1,1,1,1,1,1,80.25,4130.99,0,1,0.5,0.25,0,0,1
CUST-00697,1,0,0,0,43,0,0,1,2,1,0,83.13,3376.26,2,0,0.8,0.09999999999999998,0,0,0
CUST-00698,1,0,0,0,3,0,1,0,0,0,0,47.3,171.23,1,1,-0.049999999999999996,0.525,1,0,0
CUST-00699,0,1,0,0,6,2,0,2,0,0,3,42.14,283.69,1,0,0.0,0.5,0,1,0
CUST-00700,0,0,1,0,37,1,0,0,1,0,0,39.19,1308.6,3,0,0.0,0.5,0,1,0
CUST-00701,1,0,0,0,44,2,2,2,2,1,1,58.82,2487.87,2,0,0.8,0.09999999999999998,0,0,0
CUST-00702,0,0,1,0,12,2,0,1,2,0,0,82.48,1029.4,0,0,0.0,0.5,0,1,0
CUST-00703,0,0,0,0,12,1,1,2,1,1,2,50.41,583.5,4,0,0.5,0.25,0,0,0
CUST-00704,0,0,0,1,9,2,0,2,0,1,0,80.2,760.58,2,0,0.8,0.09999999999999998,0,0,0
CUST-00705,1,0,1,1,41,0,1,2,0,0,1,18.0,725.97,1,0,0.5,0.25,0,0,0
CUST-00706,1,0,0,0,0,0,1,0,2,0,2,55.36,48.03,2,1,0.0,0.5,0,1,0
CUST-00707,0,0,1,1,41,0,0,0,1,0,3,94.18,3554.41,1,0,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00708,0,0,1,0,34,0,1,0,0,1,0,60.73,1936.26,3,1,-0.049999999999999996,0.525,1,0,0
CUST-00709,1,1,1,1,34,0,2,0,0,1,2,44.27,1497.38,1,0,0.0,0.5,0,1,0
CUST-00710,0,0,1,1,49,0,1,1,1,0,0,48.58,2271.42,0,0,0.5,0.25,0,0,1
CUST-00711,0,0,1,1,38,1,2,0,1,0,1,18.0,644.04,3,0,0.0,0.5,0,1,0
CUST-00712,1,1,1,0,53,1,1,2,0,1,0,39.7,1924.74,4,0,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00713,0,0,0,0,55,1,1,0,2,1,3,91.43,4355.19,2,0,0.5,0.25,0,0,0
CUST-00714,1,0,0,0,67,0,0,0,0,1,2,50.43,2925.25,1,0,0.8,0.09999999999999998,0,0,0
CUST-00715,0,0,0,0,58,1,0,0,0,1,0,53.39,2791.12,1,0,1.0,0.0,0,0,0
CUST-00716,1,0,1,0,37,0,2,0,2,1,1,18.0,593.37,0,0,1.0,0.0,0,0,0
CUST-00717,0,0,0,0,35,0,1,0,1,0,1,24.23,757.08,0,0,0.8,0.09999999999999998,0,0,0
CUST-00718,1,1,0,1,17,0,1,2,0,1,0,94.75,1603.87,1,1,0.0,0.5,0,1,0
CUST-00719,0,0,1,0,43,0,2,0,0,0,2,80.43,3329.48,1,0,0.5,0.25,0,0,0
CUST-00720,0,1,0,0,10,0,0,0,0,0,3,32.56,306.84,2,1,0.0,0.5,1,0,0
CUST-00721,0,0,0,0,67,2,1,0,1,1,3,49.24,3144.37,3,0,0.0,0.5,1,0,0
CUST-00722,0,1,0,1,61,1,0,2,2,1,2,64.27,3474.19,4,0,1.0,0.0,0,0,0
CUST-00723,0,0,1,0,8,1,2,2,0,0,2,35.1,286.39,0,0,0.5,0.25,0,0,0
CUST-00724,1,0,1,0,57,0,0,0,0,1,0,18.0,1042.38,3,0,0.5,0.25,0,0,0
CUST-00725,0,1,1,1,8,2,0,0,1,0,2,61.02,509.8,1,1,0.5,0.25,0,0,1
CUST-00726,1,0,0,0,52,1,1,2,0,1,2,79.32,3594.92,2,0,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00727,0,0,0,0,6,0,0,0,0,1,1,79.8,503.94,1,0,0.0,0.5,1,0,0
CUST-00728,0,0,1,0,35,1,2,0,1,0,0,86.88,2973.28,3,0,0.8,0.09999999999999998,0,0,0
CUST-00729,0,0,1,0,48,0,1,0,0,1,1,26.16,1132.75,5,0,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00730,1,0,1,0,53,0,0,0,2,1,2,66.45,3569.16,5,1,0.5,0.25,0,0,1
CUST-00731,0,0,0,0,30,0,0,0,2,0,3,58.29,1651.22,2,0,0.5,0.25,0,0,0
CUST-00732,0,0,1,0,67,0,2,0,0,1,0,62.82,3644.51,0,0,0.5,0.25,0,0,0
CUST-00733,1,0,1,0,56,0,1,0,0,1,0,59.71,3168.92,0,0,0.8,0.09999999999999998,0,0,0
CUST-00734,1,0,0,1,15,0,2,0,2,0,3,48.49,738.16,2,0,0.0,0.5,0,1,0
CUST-00735,0,0,1,0,48,0,0,0,0,1,1,18.0,810.03,1,0,0.5,0.25,0,0,0
CUST-00736,1,0,0,0,53,2,2,0,1,0,0,94.05,5023.98,0,0,0.0,0.5,0,0,1
CUST-00737,1,0,1,1,24,0,1,2,0,0,2,73.25,1804.31,0,0,1.0,0.0,0,0,0
CUST-00738,0,0,0,0,53,0,1,0,0,0,2,27.89,1311.54,2,1,0.0,0.5,0,1,0
CUST-00739,1,0,0,0,65,0,1,1,2,1,2,76.83,4370.97,2,1,0.0,0.5,1,0,0
CUST-00740,0,0,1,0,59,2,0,2,0,1,1,53.82,2896.1,1,0,0.8,0.09999999999999998,0,0,0
CUST-00741,0,0,1,1,55,1,2,2,1,0,1,54.53,2874.18,2,0,1.0,0.0,0,0,0
CUST-00742,0,0,0,0,46,2,2,0,0,0,3,45.79,2023.52,1,0,0.5,0.25,0,0,0
CUST-00743,1,0,0,0,19,0,1,0,2,1,0,78.42,1397.05,2,0,0.0,0.5,0,1,0
CUST-00744,0,1,1,0,58,0,2,1,0,1,1,45.0,2635.53,0,0,0.8,0.09999999999999998,0,0,0
CUST-00745,1,0,0,1,26,1,0,2,2,1,2,37.58,909.24,2,1,0.5,0.25,0,0,1
CUST-00746,1,1,1,0,38,0,0,1,0,1,1,93.29,3531.45,1,1,0.5,0.25,0,0,1
CUST-00747,0,0,0,0,22,2,0,0,2,0,3,60.53,1357.1,0,0,0.8,0.09999999999999998,0,0,0
CUST-00748,0,0,0,1,22,2,1,0,1,0,3,61.31,1219.43,0,0,1.0,0.0,0,0,0
CUST-00749,1,0,1,0,11,0,0,0,0,1,2,82.31,874.02,1,1,0.8,0.09999999999999998,0,0,0
CUST-00750,0,0,0,0,70,2,1,0,0,0,0,48.31,3026.22,2,0,0.5,0.25,0,0,0
CUST-00751,0,1,1,0,10,1,0,2,0,0,0,53.3,579.23,0,0,0.5,0.25,0,0,1
CUST-00752,0,0,0,0,6,0,1,0,1,0,2,72.64,458.99,2,0,0.0,0.5,1,0,0
CUST-00753,1,0,1,0,68,0,2,2,2,0,0,26.47,1781.63,2,0,0.8,0.09999999999999998,0,0,0
CUST-00754,1,0,0,0,40,0,1,2,2,1,2,70.53,2665.32,2,1,-0.3333333333333333,0.6666666666666666,0,0,1
CUST-00755,0,0,0,0,31,2,0,2,1,0,3,46.11,1355.39,0,0,0.5,0.25,0,0,0
CUST-00756,0,0,0,1,53,0,1,1,1,1,0,86.39,4597.48,2,0,0.5,0.25,0,0,0
CUST-00757,1,0,1,0,27,0,0,2,2,1,1,78.67,2018.03,0,0,0.0,0.5,0,1,0
CUST-00758,0,1,1,0,9,1,1,0,2,1,2,75.36,724.76,1,1,0.0,0.5,0,1,0
CUST-00759,0,0,0,0,53,0,1,0,0,1,3,24.83,1225.05,3,1,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00760,1,0,1,0,12,0,1,1,2,0,3,62.42,702.14,1,0,0.0,0.5,1,0,0
CUST-00761,1,0,0,1,40,1,0,0,0,1,0,35.57,1251.23,1,0,0.5,0.25,0,0,0
CUST-00762,0,1,0,0,69,0,2,0,0,1,1,64.08,3952.87,3,0,0.5,0.25,0,0,0
CUST-00763,1,1,0,0,68,0,2,2,0,1,0,18.0,1190.26,5,0,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00764,1,1,1,0,26,0,1,2,0,1,1,26.48,647.79,0,0,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00765,1,0,1,1,56,0,2,2,1,1,3,94.73,4957.47,3,0,0.5,0.25,0,0,0
CUST-00766,0,0,1,0,44,0,2,0,1,1,0,74.23,2890.34,2,1,0.0,0.5,0,1,0
CUST-00767,1,0,0,1,34,1,0,0,0,0,3,56.15,1854.13,0,0,0.8,0.09999999999999998,0,0,0
CUST-00768,0,0,1,0,10,2,1,0,0,0,1,42.28,451.37,1,1,0.5,0.25,0,0,0
CUST-00769,0,0,0,0,27,0,0,0,1,1,2,37.89,1001.19,0,1,0.0,0.5,0,1,0
CUST-00770,1,1,0,0,47,2,1,0,0,0,1,70.0,3352.25,2,1,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00771,0,0,0,1,72,1,0,2,2,0,0,56.41,3510.33,1,0,0.5,0.25,0,0,0
CUST-00772,0,0,0,0,0,1,2,1,2,1,1,103.67,88.36,3,1,0.0,0.5,0,0,1
CUST-00773,1,0,0,1,52,1,1,1,0,1,0,60.38,2960.13,2,0,1.0,0.0,0,0,0
CUST-00774,0,0,1,1,61,1,0,0,2,1,3,66.47,3667.65,1,0,0.0,0.5,1,0,0
CUST-00775,0,1,0,0,69,2,1,0,0,1,3,30.29,2020.6,2,0,0.8,0.09999999999999998,0,0,0
CUST-00776,0,0,0,0,30,0,1,1,2,0,2,55.98,1681.55,0,0,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00777,1,0,0,0,8,0,1,1,0,1,1,69.42,540.66,0,1,1.0,0.0,0,0,0
CUST-00778,1,0,1,0,19,0,2,0,1,1,2,55.68,1099.79,3,0,0.5,0.25,0,0,0
CUST-00779,0,0,0,0,62,0,0,2,2,1,1,52.86,2845.6,3,1,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00780,0,0,1,0,64,1,1,1,0,0,0,73.17,4533.76,2,0,0.5,0.25,0,0,0
CUST-00781,0,0,0,0,46,0,1,0,1,0,2,102.87,4388.51,3,0,0.0,0.5,1,0,0
CUST-00782,1,0,1,0,8,0,1,0,2,1,1,68.62,586.77,0,1,0.0,0.5,0,0,1
CUST-00783,0,0,0,1,8,0,1,2,0,1,2,93.6,728.38,0,1,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00784,0,0,1,1,34,0,0,1,2,0,2,80.54,2792.3,1,0,0.8,0.09999999999999998,0,0,0
CUST-00785,0,0,1,1,42,1,0,0,0,1,0,92.11,3923.54,1,0,0.0,0.5,0,1,0
CUST-00786,1,1,0,0,2,1,1,0,0,1,2,49.76,138.52,2,1,0.0,0.5,0,1,0
CUST-00787,0,0,0,0,50,0,2,0,1,0,2,59.83,2826.87,1,0,0.5,0.25,0,0,0
CUST-00788,1,0,1,0,39,0,0,0,0,1,0,59.93,2265.88,1,0,0.5,0.25,0,0,0
CUST-00789,1,1,0,1,0,0,0,0,0,1,1,78.66,73.71,1,1,0.0,0.5,0,1,0
CUST-00790,0,0,0,0,6,0,1,0,1,1,2,84.81,553.02,0,1,0.0,0.5,1,0,0
CUST-00791,1,0,0,1,33,1,2,0,2,1,0,68.13,2173.68,1,0,0.8,0.09999999999999998,0,0,0
CUST-00792,0,0,1,0,52,1,1,1,0,0,0,86.92,4509.07,1,0,0.8,0.09999999999999998,0,0,0
CUST-00793,0,1,0,0,60,0,0,0,0,1,2,50.92,2924.91,2,0,0.8,0.09999999999999998,0,0,0
CUST-00794,1,0,1,0,31,0,1,0,0,1,2,87.13,2451.84,4,0,0.0,0.5,1,0,0
CUST-00795,1,0,0,0,21,2,1,2,0,0,3,90.4,1963.12,1,1,0.0,0.5,0,1,0
CUST-00796,1,1,1,0,70,1,1,0,2,0,0,81.94,5133.54,4,0,0.8,0.09999999999999998,0,0,0
CUST-00797,1,0,0,0,33,0,0,2,1,1,2,68.35,2032.89,1,0,0.5,0.25,0,0,0
CUST-00798,0,0,1,0,23,0,0,0,0,0,3,82.83,1987.04,1,1,0.0,0.5,0,1,0
CUST-00799,0,0,1,1,32,0,0,0,0,0,3,42.65,1241.39,4,1,-0.3333333333333333,0.6666666666666666,0,0,1
CUST-00800,0,0,0,1,0,2,1,0,1,1,0,69.96,60.52,0,0,0.8,0.09999999999999998,0,0,0
CUST-00801,1,1,0,0,22,0,1,2,0,1,2,72.51,1558.16,1,1,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00802,1,0,0,1,37,0,0,0,1,0,0,31.76,1175.6,1,1,0.5,0.25,0,0,1
CUST-00803,1,0,0,0,67,2,1,2,2,1,1,76.86,4490.13,2,1,0.0,0.5,0,0,1
CUST-00804,0,0,1,1,53,1,1,0,2,1,0,33.78,1684.6,3,1,1.0,0.0,0,0,0
CUST-00805,0,1,0,0,57,0,0,2,0,1,0,54.3,2709.35,0,0,0.5,0.25,0,0,0
CUST-00806,1,0,1,0,39,0,1,1,2,1,2,65.99,2413.4,2,0,0.5,0.25,0,0,0
CUST-00807,1,1,1,1,8,0,1,0,0,1,1,46.73,379.18,1,1,0.5,0.25,0,0,1
CUST-00808,1,0,1,1,28,1,1,0,2,1,3,67.06,1693.03,1,0,0.5,0.25,0,0,0
CUST-00809,0,1,1,0,72,0,2,1,0,0,2,66.66,4815.83,4,0,0.8,0.09999999999999998,0,0,0
CUST-00810,1,0,1,1,3,2,2,1,1,0,0,44.5,168.25,1,1,0.0,0.5,0,0,1
CUST-00811,1,1,1,1,64,2,0,1,0,1,3,79.2,5026.81,1,0,0.0,0.5,1,0,0
CUST-00812,1,0,0,1,49,0,0,2,0,1,3,45.9,2262.62,3,0,1.0,0.0,0,0,0
CUST-00813,0,0,0,0,20,1,0,0,1,0,1,120.0,2493.61,3,0,0.0,0.5,0,1,0
CUST-00814,0,0,1,0,56,0,0,0,0,0,0,62.26,3414.74,1,0,1.0,0.0,0,0,0
CUST-00815,0,0,1,0,61,0,1,0,1,0,3,35.72,1984.41,2,0,0.5,0.25,0,0,0
CUST-00816,0,0,1,0,3,1,2,0,2,1,1,40.39,157.41,1,1,0.0,0.5,0,1,0
CUST-00817,1,0,0,0,7,0,2,0,0,1,3,93.69,695.58,2,1,0.0,0.5,1,0,0
CUST-00818,0,0,1,0,48,0,0,2,2,1,1,54.77,2390.53,0,0,0.5,0.25,0,0,0
CUST-00819,0,0,0,0,72,0,1,2,2,0,1,30.91,2048.54,1,0,0.0,0.5,0,1,0
CUST-00820,1,0,1,0,1,0,0,0,2,0,3,86.34,154.58,0,1,0.0,0.5,1,0,0
CUST-00821,0,0,0,0,48,0,1,0,0,1,1,54.61,2461.63,2,1,-0.3333333333333333,0.6666666666666666,0,0,1
CUST-00822,1,0,0,1,9,1,0,1,2,0,0,81.34,786.72,2,0,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00823,0,0,1,0,47,2,2,0,0,0,1,88.39,3914.89,1,0,0.5,0.25,0,0,0
CUST-00824,1,0,0,0,45,1,2,2,0,0,3,71.86,2942.54,1,0,0.5,0.25,0,0,0
CUST-00825,1,0,0,1,6,2,0,2,0,1,3,120.0,725.01,0,1,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00826,0,1,1,1,49,0,1,0,0,1,3,21.88,1070.33,1,0,-0.3333333333333333,0.6666666666666666,0,0,1
CUST-00827,0,0,0,1,65,2,1,0,1,0,0,44.55,2683.33,2,0,0.5,0.25,0,0,0
CUST-00828,0,0,1,1,63,0,2,0,1,1,0,58.6,3436.45,5,1,0.0,0.5,0,1,0
CUST-00829,0,0,0,1,2,0,1,0,1,1,3,120.0,347.24,1,1,0.8,0.09999999999999998,0,0,0
CUST-00830,1,0,1,0,17,2,0,1,0,1,3,109.95,1934.49,3,0,0.0,0.5,1,0,0
CUST-00831,0,0,0,0,17,0,1,0,2,1,3,97.22,1621.64,1,1,0.0,0.5,0,1,0
CUST-00832,1,0,0,1,33,0,0,2,2,1,0,45.15,1450.45,2,1,0.0,0.5,0,1,0
CUST-00833,0,0,0,0,10,0,1,0,0,1,2,48.06,468.33,1,1,0.5,0.25,0,0,0
CUST-00834,1,0,1,0,62,0,0,2,1,0,0,44.29,2763.09,1,0,0.0,0.5,1,0,0
CUST-00835,1,1,1,0,56,0,1,2,2,1,1,45.41,2420.61,4,1,0.5,0.25,0,0,1
CUST-00836,1,1,0,0,59,0,2,0,2,0,3,102.32,5880.99,2,0,0.8,0.09999999999999998,0,0,0
CUST-00837,0,1,0,0,14,2,0,0,0,0,3,58.91,766.24,4,1,-0.049999999999999996,0.525,1,0,0
CUST-00838,0,0,0,1,1,0,1,2,0,0,2,62.21,117.64,2,1,0.0,0.5,1,0,0
CUST-00839,0,0,0,1,66,0,1,0,0,0,0,84.36,5117.1,3,1,0.5,0.25,0,0,1
CUST-00840,1,1,0,0,21,0,0,0,1,0,3,23.41,472.54,1,1,0.0,0.5,0,0,1
CUST-00841,1,0,0,0,47,2,1,2,0,1,1,66.32,3031.59,1,0,0.8,0.09999999999999998,0,0,0
CUST-00842,0,0,0,1,66,0,1,0,1,1,1,37.58,2440.94,1,1,0.5,0.25,0,0,1
CUST-00843,0,1,1,0,2,0,1,2,0,0,1,57.64,156.04,3,1,0.5,0.25,0,0,1
CUST-00844,1,0,0,0,0,0,2,0,0,1,2,50.34,49.38,1,1,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00845,1,0,1,0,0,1,1,0,2,0,2,49.05,43.3,5,1,-0.3333333333333333,0.6666666666666666,0,0,1
CUST-00846,0,0,0,0,11,1,1,0,0,1,3,70.64,792.1,1,0,0.8,0.09999999999999998,0,0,0
CUST-00847,0,0,1,1,3,1,0,0,2,1,0,70.53,246.2,2,1,0.0,0.5,1,0,0
CUST-00848,1,0,0,1,59,1,0,0,2,0,2,59.5,3189.39,2,0,0.5,0.25,0,0,0
CUST-00849,0,0,0,1,44,0,0,2,2,0,3,74.27,3289.72,0,0,0.5,0.25,0,0,1
CUST-00850,1,0,0,1,71,0,2,0,0,1,2,43.28,2654.14,1,0,0.5,0.25,0,0,0
CUST-00851,0,0,1,0,58,0,2,0,2,0,3,82.04,4779.09,1,0,-0.049999999999999996,0.525,1,0,0
CUST-00852,1,0,0,0,70,0,2,2,2,1,3,59.85,3821.27,0,0,1.0,0.0,0,0,0
CUST-00853,0,1,1,0,17,0,0,0,0,1,2,52.91,908.92,0,0,0.5,0.25,0,0,0
CUST-00854,0,0,1,0,21,0,1,2,2,0,3,45.13,857.59,1,1,0.5,0.25,0,0,1
CUST-00855,0,0,0,0,62,0,1,0,2,1,0,58.97,3515.2,1,0,0.0,0.5,1,0,0
CUST-00856,0,0,1,1,17,1,1,0,1,1,1,111.77,1984.54,0,0,0.5,0.25,0,0,0
CUST-00857,1,0,1,0,4,0,0,0,0,1,1,63.42,295.94,2,1,1.0,0.0,0,0,0
CUST-00858,0,0,0,0,48,1,2,1,1,1,3,36.39,1612.5,4,0,0.5,0.25,0,0,0
CUST-00859,0,0,0,0,58,1,0,0,2,0,1,87.97,5029.52,0,0,0.0,0.5,1,0,0
CUST-00860,0,0,1,0,70,0,0,1,0,1,3,53.2,3614.44,2,0,0.5,0.25,0,0,0
CUST-00861,1,0,0,0,67,0,2,0,2,0,3,72.09,4253.34,1,0,1.0,0.0,0,0,0
CUST-00862,1,0,0,1,8,1,1,0,0,0,1,49.86,426.24,3,0,-0.049999999999999996,0.525,1,0,0
CUST-00863,0,0,1,1,56,1,1,0,1,1,3,97.02,5251.96,2,1,0.0,0.5,0,0,1
CUST-00864,0,0,0,0,61,0,1,1,1,0,0,50.23,2998.37,2,1,0.0,0.5,0,1,0
CUST-00865,1,0,0,0,50,0,2,0,0,1,2,99.95,4574.69,3,1,0.0,0.5,0,1,0
CUST-00866,1,0,1,1,59,1,0,1,2,1,3,38.77,2117.29,3,0,0.5,0.25,0,0,0
CUST-00867,0,1,1,1,61,1,1,0,0,0,1,57.68,3554.72,0,0,0.8,0.09999999999999998,0,0,0
CUST-00868,0,1,1,0,32,0,0,1,0,0,2,100.0,3088.86,2,1,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00869,1,0,0,0,2,0,0,0,0,1,1,69.2,192.29,3,1,0.0,0.5,0,1,0
CUST-00870,1,0,0,0,33,2,1,2,0,0,3,120.0,4071.95,1,1,0.0,0.5,1,0,0
CUST-00871,0,0,1,0,14,0,1,2,0,0,1,58.27,773.04,2,1,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00872,0,0,1,1,8,2,0,0,0,1,3,71.43,584.81,2,0,1.0,0.0,0,0,0
CUST-00873,0,0,0,1,9,0,1,2,0,0,3,112.63,1085.73,2,1,0.0,0.5,0,1,0
CUST-00874,1,0,1,0,50,0,1,2,2,1,3,27.15,1325.06,2,1,0.5,0.25,0,0,0
CUST-00875,0,0,1,1,36,0,1,0,0,1,2,24.06,885.77,3,1,0.0,0.5,1,0,0
CUST-00876,0,0,0,0,39,0,1,0,0,1,1,45.11,1710.83,2,1,0.0,0.5,0,0,1
CUST-00877,1,0,1,1,54,2,2,2,0,1,0,85.33,4209.59,2,0,0.5,0.25,0,0,0
CUST-00878,1,0,0,0,40,0,1,0,0,0,0,24.75,923.07,0,0,0.5,0.25,0,0,0
CUST-00879,0,0,1,0,45,2,1,0,0,1,3,79.93,3174.74,2,0,0.0,0.5,0,1,0
CUST-00880,1,0,1,1,6,0,1,0,0,1,1,78.17,540.93,2,1,0.0,0.5,0,1,0
CUST-00881,0,0,1,0,62,2,1,0,2,1,3,115.36,6317.8,0,0,0.5,0.25,0,0,0
CUST-00882,0,0,0,0,32,2,0,2,0,1,2,91.14,2802.67,2,1,-0.049999999999999996,0.525,1,0,0
CUST-00883,1,0,0,1,11,1,0,1,2,1,2,74.1,809.36,3,0,0.0,0.5,0,1,0
CUST-00884,0,1,1,1,59,0,0,1,0,1,1,98.98,5167.55,5,0,0.5,0.25,0,0,0
CUST-00885,0,0,0,0,53,1,1,0,0,1,2,78.47,3788.0,0,0,0.5,0.25,0,0,0
CUST-00886,1,0,0,0,3,0,2,2,0,1,1,53.5,202.24,2,1,1.0,0.0,0,0,0
CUST-00887,0,0,0,1,14,2,1,0,0,1,3,36.38,466.4,0,0,0.5,0.25,0,0,0
CUST-00888,0,0,0,0,1,0,1,1,2,1,2,50.77,101.02,1,1,1.0,0.0,0,0,0
CUST-00889,1,1,0,0,19,0,1,1,0,1,1,64.0,1262.55,1,0,0.0,0.5,0,0,1
CUST-00890,0,1,1,0,7,0,1,1,2,0,0,69.38,478.83,4,1,0.0,0.5,0,1,0
CUST-00891,1,0,0,0,51,1,1,1,1,0,0,18.0,917.52,1,0,0.5,0.25,0,0,0
CUST-00892,1,0,0,0,38,2,1,0,0,1,0,59.51,2087.14,2,0,0.0,0.5,1,0,0
CUST-00893,0,0,0,1,71,0,1,2,0,1,1,65.71,4069.36,2,0,0.5,0.25,0,0,0
CUST-00894,0,0,0,1,54,1,0,2,2,1,2,78.69,3877.48,1,1,0.0,0.5,1,0,0
CUST-00895,1,1,0,0,44,2,1,2,1,1,2,105.67,4618.83,2,1,0.0,0.5,1,0,0
CUST-00896,0,0,0,0,37,0,1,2,0,1,0,69.64,2513.67,2,1,-0.3333333333333333,0.6666666666666666,0,0,1
CUST-00897,0,0,0,0,3,0,1,2,0,0,0,42.26,149.73,2,1,0.0,0.5,0,1,0
CUST-00898,1,0,0,0,5,1,2,0,0,1,0,19.55,112.36,1,0,0.0,0.5,0,1,0
CUST-00899,0,0,0,1,44,1,1,0,0,1,3,82.18,3536.02,1,1,-0.3333333333333333,0.6666666666666666,0,0,1
CUST-00900,0,1,0,0,0,0,1,2,1,0,0,43.27,41.6,1,1,0.0,0.5,0,1,0
CUST-00901,1,0,1,0,3,2,0,1,2,0,2,86.67,322.79,1,0,0.0,0.5,1,0,0
CUST-00902,0,0,0,0,15,0,1,1,1,1,0,99.94,1555.61,0,1,-0.049999999999999996,0.525,1,0,0
CUST-00903,0,0,0,0,64,2,2,2,1,1,3,26.4,1623.69,0,0,0.5,0.25,0,0,0
CUST-00904,0,0,1,0,33,2,2,2,0,1,3,78.85,2329.19,1,0,0.5,0.25,0,0,0
CUST-00905,1,0,0,0,51,2,2,0,1,0,2,97.32,4916.61,1,0,1.0,0.0,0,0,0
CUST-00906,0,0,1,1,30,0,0,1,2,1,1,90.48,2520.37,0,1,0.0,0.5,0,1,0
CUST-00907,1,0,1,0,12,0,1,0,0,1,1,18.0,223.65,1,1,-0.48333333333333334,0.7416666666666667,0,1,0
