customer_id,gender,senior_citizen,partner,dependents,tenure,contract,internet_service,tech_support,online_security,paperless_billing,payment_method,monthly_charges,total_charges,num_support_calls,churn
CUST-00666,Male,0,No,Yes,36,Month-to-month,Fiber optic,No internet service,No,Yes,Electronic check,43.69,1474.77,1,1
CUST-00667,Male,0,No,Yes,62,Month-to-month,No,No,Yes,Yes,Bank transfer,96.95,5417.25,3,0
CUST-00668,Female,0,Yes,Yes,67,Month-to-month,DSL,No,Yes,Yes,Bank transfer,105.79,6413.58,2,1
CUST-00669,Male,0,No,No,9,One year,Fiber optic,No,No internet service,Yes,Electronic check,69.9,628.04,0,0
CUST-00670,Male,0,Yes,Yes,69,Two year,No,No,No,No,Credit card,57.42,3777.54,3,0
CUST-00671,Male,0,No,No,44,One year,Fiber optic,No,No,No,Mailed check,103.72,4112.63,1,1
CUST-00672,Male,0,Yes,No,46,One year,Fiber optic,No internet service,No,Yes,Bank transfer,40.54,1631.74,1,0
CUST-00673,Female,0,Yes,No,6,Two year,Fiber optic,No internet service,No,Yes,Electronic check,66.3,442.69,2,0
CUST-00674,Female,0,Yes,Yes,45,One year,DSL,No,No,Yes,Credit card,76.57,3005.41,0,0
CUST-00675,Female,0,No,No,52,Month-to-month,No,No,No internet service,No,Electronic check,43.43,2291.7,2,0
CUST-00676,Female,0,Yes,No,42,Two year,Fiber optic,No,No,Yes,Mailed check,49.1,1905.54,2,0
CUST-00677,Female,0,No,No,6,Month-to-month,Fiber optic,No internet service,No,Yes,Credit card,47.16,280.93,1,1
CUST-00678,Female,0,No,No,38,Month-to-month,Fiber optic,No internet service,No,No,Bank transfer,100.42,3848.58,1,1
CUST-00679,Male,0,No,No,68,Month-to-month,Fiber optic,No internet service,No internet service,Yes,Bank transfer,112.86,7319.87,0,0
CUST-00680,Female,0,No,No,52,Two year,DSL,No,No,No,Mailed check,67.87,3498.58,0,1
CUST-00681,Male,0,Yes,No,10,Month-to-month,Fiber optic,No,No,No,Credit card,58.29,586.85,0,0
CUST-00682,Female,0,No,No,70,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,50.0,3206.1,4,0
CUST-00683,Male,0,Yes,Yes,69,Month-to-month,DSL,No,Yes,Yes,Bank transfer,65.04,4317.32,1,0
CUST-00684,Female,0,No,No,12,Month-to-month,Fiber optic,No,No internet service,Yes,Electronic check,51.24,606.77,2,1
CUST-00685,Female,1,Yes,No,58,Month-to-month,No,No internet service,No,No,Credit card,62.57,3445.88,1,0
CUST-00686,Female,0,No,No,29,One year,Fiber optic,Yes,No,No,Electronic check,75.33,2015.09,0,0
CUST-00687,Male,0,No,Yes,43,Two year,Fiber optic,No internet service,No,No,Credit card,54.87,2172.6,3,1
CUST-00688,Male,1,No,No,32,Month-to-month,Fiber optic,No,No internet service,No,Electronic check,60.26,1714.81,0,1
CUST-00689,Female,0,No,Yes,57,Month-to-month,No,Yes,No,No,Electronic check,60.36,3386.07,1,0
CUST-00690,Male,0,Yes,No,72,Month-to-month,Fiber optic,No,No,Yes,Electronic check,57.06,3758.54,2,1
CUST-00691,Male,0,Yes,Yes,58,Month-to-month,No,No,No internet service,Yes,Electronic check,53.96,3171.7,1,1
CUST-00692,Female,0,Yes,No,67,One year,DSL,No,No internet service,No,Bank transfer,84.05,5080.78,1,0
CUST-00693,Male,0,No,No,69,One year,No,No,No,No,Mailed check,20.73,1336.84,2,0
CUST-00694,Female,0,Yes,Yes,6,One year,No,No,No,Yes,Electronic check,104.36,654.42,2,1
CUST-00695,Male,1,Yes,No,18,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,68.39,1239.75,2,1
CUST-00696,Male,0,Yes,No,52,One year,Fiber optic,No internet service,No internet service,Yes,Credit card,80.25,4130.99,0,1
CUST-00697,Male,0,No,No,43,Month-to-month,DSL,No internet service,Yes,Yes,Bank transfer,83.13,3376.26,2,0
CUST-00698,Male,0,No,No,3,Month-to-month,Fiber optic,No,No,No,Bank transfer,47.3,171.23,1,1
CUST-00699,Female,1,No,No,6,Two year,DSL,Yes,No,No,Mailed check,42.14,283.69,1,0
CUST-00700,Female,0,Yes,No,37,One year,DSL,No,No internet service,No,Bank transfer,39.19,1308.6,3,0
CUST-00701,Male,0,No,No,44,Two year,No,Yes,Yes,Yes,Credit card,58.82,2487.87,2,0
CUST-00702,Female,0,Yes,No,12,Two year,DSL,No internet service,Yes,No,Bank transfer,82.48,1029.4,0,0
CUST-00703,Female,0,No,No,12,One year,Fiber optic,Yes,No internet service,Yes,Electronic check,50.41,583.5,4,0
CUST-00704,Female,0,No,Yes,9,Two year,DSL,Yes,No,Yes,Bank transfer,80.2,760.58,2,0
CUST-00705,Male,0,Yes,Yes,41,Month-to-month,Fiber optic,Yes,No,No,Credit card,18.0,725.97,1,0
CUST-00706,Male,0,No,No,0,Month-to-month,Fiber optic,No,Yes,No,Electronic check,55.36,48.03,2,1
CUST-00707,Female,0,Yes,Yes,41,Month-to-month,DSL,No,No internet service,No,Mailed check,94.18,3554.41,1,0
CUST-00708,Female,0,Yes,No,34,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,60.73,1936.26,3,1
CUST-00709,Male,1,Yes,Yes,34,Month-to-month,No,No,No,Yes,Electronic check,44.27,1497.38,1,0
CUST-00710,Female,0,Yes,Yes,49,Month-to-month,Fiber optic,No internet service,No internet service,No,Bank transfer,48.58,2271.42,0,0
CUST-00711,Female,0,Yes,Yes,38,One year,No,No,No internet service,No,Credit card,18.0,644.04,3,0
CUST-00712,Male,1,Yes,No,53,One year,Fiber optic,Yes,No,Yes,Bank transfer,39.7,1924.74,4,0
CUST-00713,Female,0,No,No,55,One year,Fiber optic,No,Yes,Yes,Mailed check,91.43,4355.19,2,0
CUST-00714,Male,0,No,No,67,Month-to-month,DSL,No,No,Yes,Electronic check,50.43,2925.25,1,0
CUST-00715,Female,0,No,No,58,One year,DSL,No,No,Yes,Bank transfer,53.39,2791.12,1,0
CUST-00716,Male,0,Yes,No,37,Month-to-month,No,No,Yes,Yes,Credit card,18.0,593.37,0,0
CUST-00717,Female,0,No,No,35,Month-to-month,Fiber optic,No,No internet service,No,Credit card,24.23,757.08,0,0
CUST-00718,Male,1,No,Yes,17,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,94.75,1603.87,1,1
CUST-00719,Female,0,Yes,No,43,Month-to-month,No,No,No,No,Electronic check,80.43,3329.48,1,0
CUST-00720,Female,1,No,No,10,Month-to-month,DSL,No,No,No,Mailed check,32.56,306.84,2,1
CUST-00721,Female,0,No,No,67,Two year,Fiber optic,No,No internet service,Yes,Mailed check,49.24,3144.37,3,0
CUST-00722,Female,1,No,Yes,61,One year,DSL,Yes,Yes,Yes,Electronic check,64.27,3474.19,4,0
CUST-00723,Female,0,Yes,No,8,One year,No,Yes,No,No,Electronic check,35.1,286.39,0,0
CUST-00724,Male,0,Yes,No,57,Month-to-month,DSL,No,No,Yes,Bank transfer,18.0,1042.38,3,0
CUST-00725,Female,1,Yes,Yes,8,Two year,DSL,No,No internet service,No,Electronic check,61.02,509.8,1,1
CUST-00726,Male,0,No,No,52,One year,Fiber optic,Yes,No,Yes,Electronic check,79.32,3594.92,2,0
CUST-00727,Female,0,No,No,6,Month-to-month,DSL,No,No,Yes,Credit card,79.8,503.94,1,0
CUST-00728,Female,0,Yes,No,35,One year,No,No,No internet service,No,Bank transfer,86.88,2973.28,3,0
CUST-00729,Female,0,Yes,No,48,Month-to-month,Fiber optic,No,No,Yes,Credit card,26.16,1132.75,5,0
CUST-00730,Male,0,Yes,No,53,Month-to-month,DSL,No,Yes,Yes,Electronic check,66.45,3569.16,5,1
CUST-00731,Female,0,No,No,30,Month-to-month,DSL,No,Yes,No,Mailed check,58.29,1651.22,2,0
CUST-00732,Female,0,Yes,No,67,Month-to-month,No,No,No,Yes,Bank transfer,62.82,3644.51,0,0
CUST-00733,Male,0,Yes,No,56,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,59.71,3168.92,0,0
CUST-00734,Male,0,No,Yes,15,Month-to-month,No,No,Yes,No,Mailed check,48.49,738.16,2,0
CUST-00735,Female,0,Yes,No,48,Month-to-month,DSL,No,No,Yes,Credit card,18.0,810.03,1,0
CUST-00736,Male,0,No,No,53,Two year,No,No,No internet service,No,Bank transfer,94.05,5023.98,0,0
CUST-00737,Male,0,Yes,Yes,24,Month-to-month,Fiber optic,Yes,No,No,Electronic check,73.25,1804.31,0,0
CUST-00738,Female,0,No,No,53,Month-to-month,Fiber optic,No,No,No,Electronic check,27.89,1311.54,2,1
CUST-00739,Male,0,No,No,65,Month-to-month,Fiber optic,No internet service,Yes,Yes,Electronic check,76.83,4370.97,2,1
CUST-00740,Female,0,Yes,No,59,Two year,DSL,Yes,No,Yes,Credit card,53.82,2896.1,1,0
CUST-00741,Female,0,Yes,Yes,55,One year,No,Yes,No internet service,No,Credit card,54.53,2874.18,2,0
CUST-00742,Female,0,No,No,46,Two year,No,No,No,No,Mailed check,45.79,2023.52,1,0
CUST-00743,Male,0,No,No,19,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,78.42,1397.05,2,0
CUST-00744,Female,1,Yes,No,58,Month-to-month,No,No internet service,No,Yes,Credit card,45.0,2635.53,0,0
CUST-00745,Male,0,No,Yes,26,One year,DSL,Yes,Yes,Yes,Electronic check,37.58,909.24,2,1
CUST-00746,Male,1,Yes,No,38,Month-to-month,DSL,No internet service,No,Yes,Credit card,93.29,3531.45,1,1
CUST-00747,Female,0,No,No,22,Two year,DSL,No,Yes,No,Mailed check,60.53,1357.1,0,0
CUST-00748,Female,0,No,Yes,22,Two year,Fiber optic,No,No internet service,No,Mailed check,61.31,1219.43,0,0
CUST-00749,Male,0,Yes,No,11,Month-to-month,DSL,No,No,Yes,Electronic check,82.31,874.02,1,1
CUST-00750,Female,0,No,No,70,Two year,Fiber optic,No,No,No,Bank transfer,48.31,3026.22,2,0
CUST-00751,Female,1,Yes,No,10,One year,DSL,Yes,No,No,Bank transfer,53.3,579.23,0,0
CUST-00752,Female,0,No,No,6,Month-to-month,Fiber optic,No,No internet service,No,Electronic check,72.64,458.99,2,0
CUST-00753,Male,0,Yes,No,68,Month-to-month,No,Yes,Yes,No,Bank transfer,26.47,1781.63,2,0
CUST-00754,Male,0,No,No,40,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,70.53,2665.32,2,1
CUST-00755,Female,0,No,No,31,Two year,DSL,Yes,No internet service,No,Mailed check,46.11,1355.39,0,0
CUST-00756,Female,0,No,Yes,53,Month-to-month,Fiber optic,No internet service,No internet service,Yes,Bank transfer,86.39,4597.48,2,0
CUST-00757,Male,0,Yes,No,27,Month-to-month,DSL,Yes,Yes,Yes,Credit card,78.67,2018.03,0,0
CUST-00758,Female,1,Yes,No,9,One year,Fiber optic,No,Yes,Yes,Electronic check,75.36,724.76,1,1
CUST-00759,Female,0,No,No,53,Month-to-month,Fiber optic,No,No,Yes,Mailed check,24.83,1225.05,3,1
CUST-00760,Male,0,Yes,No,12,Month-to-month,Fiber optic,No internet service,Yes,No,Mailed check,62.42,702.14,1,0
CUST-00761,Male,0,No,Yes,40,One year,DSL,No,No,Yes,Bank transfer,35.57,1251.23,1,0
CUST-00762,Female,1,No,No,69,Month-to-month,No,No,No,Yes,Credit card,64.08,3952.87,3,0
CUST-00763,Male,1,No,No,68,Month-to-month,No,Yes,No,Yes,Bank transfer,18.0,1190.26,5,0
CUST-00764,Male,1,Yes,No,26,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,26.48,647.79,0,0
CUST-00765,Male,0,Yes,Yes,56,Month-to-month,No,Yes,No internet service,Yes,Mailed check,94.73,4957.47,3,0
CUST-00766,Female,0,Yes,No,44,Month-to-month,No,No,No internet service,Yes,Bank transfer,74.23,2890.34,2,1
CUST-00767,Male,0,No,Yes,34,One year,DSL,No,No,No,Mailed check,56.15,1854.13,0,0
CUST-00768,Female,0,Yes,No,10,Two year,Fiber optic,No,No,No,Credit card,42.28,451.37,1,1
CUST-00769,Female,0,No,No,27,Month-to-month,DSL,No,No internet service,Yes,Electronic check,37.89,1001.19,0,1
CUST-00770,Male,1,No,No,47,Two year,Fiber optic,No,No,No,Credit card,70.0,3352.25,2,1
CUST-00771,Female,0,No,Yes,72,One year,DSL,Yes,Yes,No,Bank transfer,56.41,3510.33,1,0
CUST-00772,Female,0,No,No,0,One year,No,No internet service,Yes,Yes,Credit card,103.67,88.36,3,1
CUST-00773,Male,0,No,Yes,52,One year,Fiber optic,No internet service,No,Yes,Bank transfer,60.38,2960.13,2,0
CUST-00774,Female,0,Yes,Yes,61,One year,DSL,No,Yes,Yes,Mailed check,66.47,3667.65,1,0
CUST-00775,Female,1,No,No,69,Two year,Fiber optic,No,No,Yes,Mailed check,30.29,2020.6,2,0
CUST-00776,Female,0,No,No,30,Month-to-month,Fiber optic,No internet service,Yes,No,Electronic check,55.98,1681.55,0,0
CUST-00777,Male,0,No,No,8,Month-to-month,Fiber optic,No internet service,No,Yes,Credit card,69.42,540.66,0,1
CUST-00778,Male,0,Yes,No,19,Month-to-month,No,No,No internet service,Yes,Electronic check,55.68,1099.79,3,0
CUST-00779,Female,0,No,No,62,Month-to-month,DSL,Yes,Yes,Yes,Credit card,52.86,2845.6,3,1
CUST-00780,Female,0,Yes,No,64,One year,Fiber optic,No internet service,No,No,Bank transfer,73.17,4533.76,2,0
CUST-00781,Female,0,No,No,46,Month-to-month,Fiber optic,No,No internet service,No,Electronic check,102.87,4388.51,3,0
CUST-00782,Male,0,Yes,No,8,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,68.62,586.77,0,1
CUST-00783,Female,0,No,Yes,8,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,93.6,728.38,0,1
CUST-00784,Female,0,Yes,Yes,34,Month-to-month,DSL,No internet service,Yes,No,Electronic check,80.54,2792.3,1,0
CUST-00785,Female,0,Yes,Yes,42,One year,DSL,No,No,Yes,Bank transfer,92.11,3923.54,1,0
CUST-00786,Male,1,No,No,2,One year,Fiber optic,No,No,Yes,Electronic check,49.76,138.52,2,1
CUST-00787,Female,0,No,No,50,Month-to-month,No,No,No internet service,No,Electronic check,59.83,2826.87,1,0
CUST-00788,Male,0,Yes,No,39,Month-to-month,DSL,No,No,Yes,Bank transfer,59.93,2265.88,1,0
CUST-00789,Male,1,No,Yes,0,Month-to-month,DSL,No,No,Yes,Credit card,78.66,73.71,1,1
CUST-00790,Female,0,No,No,6,Month-to-month,Fiber optic,No,No internet service,Yes,Electronic check,84.81,553.02,0,1
CUST-00791,Male,0,No,Yes,33,One year,No,No,Yes,Yes,Bank transfer,68.13,2173.68,1,0
CUST-00792,Female,0,Yes,No,52,One year,Fiber optic,No internet service,No,No,Bank transfer,86.92,4509.07,1,0
CUST-00793,Female,1,No,No,60,Month-to-month,DSL,No,No,Yes,Electronic check,50.92,2924.91,2,0
CUST-00794,Male,0,Yes,No,31,Month-to-month,Fiber optic,No,No,Yes,Electronic check,87.13,2451.84,4,0
CUST-00795,Male,0,No,No,21,Two year,Fiber optic,Yes,No,No,Mailed check,90.4,1963.12,1,1
CUST-00796,Male,1,Yes,No,70,One year,Fiber optic,No,Yes,No,Bank transfer,81.94,5133.54,4,0
CUST-00797,Male,0,No,No,33,Month-to-month,DSL,Yes,No internet service,Yes,Electronic check,68.35,2032.89,1,0
CUST-00798,Female,0,Yes,No,23,Month-to-month,DSL,No,No,No,Mailed check,82.83,1987.04,1,1
CUST-00799,Female,0,Yes,Yes,32,Month-to-month,DSL,No,No,No,Mailed check,42.65,1241.39,4,1
CUST-00800,Female,0,No,Yes,0,Two year,Fiber optic,No,No internet service,Yes,Bank transfer,69.96,60.52,0,0
CUST-00801,Male,1,No,No,22,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,72.51,1558.16,1,1
CUST-00802,Male,0,No,Yes,37,Month-to-month,DSL,No,No internet service,No,Bank transfer,31.76,1175.6,1,1
CUST-00803,Male,0,No,No,67,Two year,Fiber optic,Yes,Yes,Yes,Credit card,76.86,4490.13,2,1
CUST-00804,Female,0,Yes,Yes,53,One year,Fiber optic,No,Yes,Yes,Bank transfer,33.78,1684.6,3,1
CUST-00805,Female,1,No,No,57,Month-to-month,DSL,Yes,No,Yes,Bank transfer,54.3,2709.35,0,0
CUST-00806,Male,0,Yes,No,39,Month-to-month,Fiber optic,No internet service,Yes,Yes,Electronic check,65.99,2413.4,2,0
CUST-00807,Male,1,Yes,Yes,8,Month-to-month,Fiber optic,No,No,Yes,Credit card,46.73,379.18,1,1
CUST-00808,Male,0,Yes,Yes,28,One year,Fiber optic,No,Yes,Yes,Mailed check,67.06,1693.03,1,0
CUST-00809,Female,1,Yes,No,72,Month-to-month,No,No internet service,No,No,Electronic check,66.66,4815.83,4,0
CUST-00810,Male,0,Yes,Yes,3,Two year,No,No internet service,No internet service,No,Bank transfer,44.5,168.25,1,1
CUST-00811,Male,1,Yes,Yes,64,Two year,DSL,No internet service,No,Yes,Mailed check,79.2,5026.81,1,0
CUST-00812,Male,0,No,Yes,49,Month-to-month,DSL,Yes,No,Yes,Mailed check,45.9,2262.62,3,0
CUST-00813,Female,0,No,No,20,One year,DSL,No,No internet service,No,Credit card,120.0,2493.61,3,0
CUST-00814,Female,0,Yes,No,56,Month-to-month,DSL,No,No,No,Bank transfer,62.26,3414.74,1,0
CUST-00815,Female,0,Yes,No,61,Month-to-month,Fiber optic,No,No internet service,No,Mailed check,35.72,1984.41,2,0
CUST-00816,Female,0,Yes,No,3,One year,No,No,Yes,Yes,Credit card,40.39,157.41,1,1
CUST-00817,Male,0,No,No,7,Month-to-month,No,No,No,Yes,Mailed check,93.69,695.58,2,1
CUST-00818,Female,0,Yes,No,48,Month-to-month,DSL,Yes,Yes,Yes,Credit card,54.77,2390.53,0,0
CUST-00819,Female,0,No,No,72,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,30.91,2048.54,1,0
CUST-00820,Male,0,Yes,No,1,Month-to-month,DSL,No,Yes,No,Mailed check,86.34,154.58,0,1
CUST-00821,Female,0,No,No,48,Month-to-month,Fiber optic,No,No,Yes,Credit card,54.61,2461.63,2,1
CUST-00822,Male,0,No,Yes,9,One year,DSL,No internet service,Yes,No,Bank transfer,81.34,786.72,2,0
CUST-00823,Female,0,Yes,No,47,Two year,No,No,No,No,Credit card,88.39,3914.89,1,0
CUST-00824,Male,0,No,No,45,One year,No,Yes,No,No,Mailed check,71.86,2942.54,1,0
CUST-00825,Male,0,No,Yes,6,Two year,DSL,Yes,No,Yes,Mailed check,120.0,725.01,0,1
CUST-00826,Female,1,Yes,Yes,49,Month-to-month,Fiber optic,No,No,Yes,Mailed check,21.88,1070.33,1,0
CUST-00827,Female,0,No,Yes,65,Two year,Fiber optic,No,No internet service,No,Bank transfer,44.55,2683.33,2,0
CUST-00828,Female,0,Yes,Yes,63,Month-to-month,No,No,No internet service,Yes,Bank transfer,58.6,3436.45,5,1
CUST-00829,Female,0,No,Yes,2,Month-to-month,Fiber optic,No,No internet service,Yes,Mailed check,120.0,347.24,1,1
CUST-00830,Male,0,Yes,No,17,Two year,DSL,No internet service,No,Yes,Mailed check,109.95,1934.49,3,0
CUST-00831,Female,0,No,No,17,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,97.22,1621.64,1,1
CUST-00832,Male,0,No,Yes,33,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer,45.15,1450.45,2,1
CUST-00833,Female,0,No,No,10,Month-to-month,Fiber optic,No,No,Yes,Electronic check,48.06,468.33,1,1
CUST-00834,Male,0,Yes,No,62,Month-to-month,DSL,Yes,No internet service,No,Bank transfer,44.29,2763.09,1,0
CUST-00835,Male,1,Yes,No,56,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,45.41,2420.61,4,1
CUST-00836,Male,1,No,No,59,Month-to-month,No,No,Yes,No,Mailed check,102.32,5880.99,2,0
CUST-00837,Female,1,No,No,14,Two year,DSL,No,No,No,Mailed check,58.91,766.24,4,1
CUST-00838,Female,0,No,Yes,1,Month-to-month,Fiber optic,Yes,No,No,Electronic check,62.21,117.64,2,1
CUST-00839,Female,0,No,Yes,66,Month-to-month,Fiber optic,No,No,No,Bank transfer,84.36,5117.1,3,1
CUST-00840,Male,1,No,No,21,Month-to-month,DSL,No,No internet service,No,Mailed check,23.41,472.54,1,1
CUST-00841,Male,0,No,No,47,Two year,Fiber optic,Yes,No,Yes,Credit card,66.32,3031.59,1,0
CUST-00842,Female,0,No,Yes,66,Month-to-month,Fiber optic,No,No internet service,Yes,Credit card,37.58,2440.94,1,1
CUST-00843,Female,1,Yes,No,2,Month-to-month,Fiber optic,Yes,No,No,Credit card,57.64,156.04,3,1
CUST-00844,Male,0,No,No,0,Month-to-month,No,No,No,Yes,Electronic check,50.34,49.38,1,1
CUST-00845,Male,0,Yes,No,0,One year,Fiber optic,No,Yes,No,Electronic check,49.05,43.3,5,1
CUST-00846,Female,0,No,No,11,One year,Fiber optic,No,No,Yes,Mailed check,70.64,792.1,1,0
CUST-00847,Female,0,Yes,Yes,3,One year,DSL,No,Yes,Yes,Bank transfer,70.53,246.2,2,1
CUST-00848,Male,0,No,Yes,59,One year,DSL,No,Yes,No,Electronic check,59.5,3189.39,2,0
CUST-00849,Female,0,No,Yes,44,Month-to-month,DSL,Yes,Yes,No,Mailed check,74.27,3289.72,0,0
CUST-00850,Male,0,No,Yes,71,Month-to-month,No,No,No,Yes,Electronic check,43.28,2654.14,1,0
CUST-00851,Female,0,Yes,No,58,Month-to-month,No,No,Yes,No,Mailed check,82.04,4779.09,1,0
CUST-00852,Male,0,No,No,70,Month-to-month,No,Yes,Yes,Yes,Mailed check,59.85,3821.27,0,0
CUST-00853,Female,1,Yes,No,17,Month-to-month,DSL,No,No,Yes,Electronic check,52.91,908.92,0,0
CUST-00854,Female,0,Yes,No,21,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,45.13,857.59,1,1
CUST-00855,Female,0,No,No,62,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,58.97,3515.2,1,0
CUST-00856,Female,0,Yes,Yes,17,One year,Fiber optic,No,No internet service,Yes,Credit card,111.77,1984.54,0,0
CUST-00857,Male,0,Yes,No,4,Month-to-month,DSL,No,No,Yes,Credit card,63.42,295.94,2,1
CUST-00858,Female,0,No,No,48,One year,No,No internet service,No internet service,Yes,Mailed check,36.39,1612.5,4,0
CUST-00859,Female,0,No,No,58,One year,DSL,No,Yes,No,Credit card,87.97,5029.52,0,0
CUST-00860,Female,0,Yes,No,70,Month-to-month,DSL,No internet service,No,Yes,Mailed check,53.2,3614.44,2,0
CUST-00861,Male,0,No,No,67,Month-to-month,No,No,Yes,No,Mailed check,72.09,4253.34,1,0
CUST-00862,Male,0,No,Yes,8,One year,Fiber optic,No,No,No,Credit card,49.86,426.24,3,0
CUST-00863,Female,0,Yes,Yes,56,One year,Fiber optic,No,No internet service,Yes,Mailed check,97.02,5251.96,2,1
CUST-00864,Female,0,No,No,61,Month-to-month,Fiber optic,No internet service,No internet service,No,Bank transfer,50.23,2998.37,2,1
CUST-00865,Male,0,No,No,50,Month-to-month,No,No,No,Yes,Electronic check,99.95,4574.69,3,1
CUST-00866,Male,0,Yes,Yes,59,One year,DSL,No internet service,Yes,Yes,Mailed check,38.77,2117.29,3,0
CUST-00867,Female,1,Yes,Yes,61,One year,Fiber optic,No,No,No,Credit card,57.68,3554.72,0,0
CUST-00868,Female,1,Yes,No,32,Month-to-month,DSL,No internet service,No,No,Electronic check,100.0,3088.86,2,1
CUST-00869,Male,0,No,No,2,Month-to-month,DSL,No,No,Yes,Credit card,69.2,192.29,3,1
CUST-00870,Male,0,No,No,33,Two year,Fiber optic,Yes,No,No,Mailed check,120.0,4071.95,1,1
CUST-00871,Female,0,Yes,No,14,Month-to-month,Fiber optic,Yes,No,No,Credit card,58.27,773.04,2,1
CUST-00872,Female,0,Yes,Yes,8,Two year,DSL,No,No,Yes,Mailed check,71.43,584.81,2,0
CUST-00873,Female,0,No,Yes,9,Month-to-month,Fiber optic,Yes,No,No,Mailed check,112.63,1085.73,2,1
CUST-00874,Male,0,Yes,No,50,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,27.15,1325.06,2,1
CUST-00875,Female,0,Yes,Yes,36,Month-to-month,Fiber optic,No,No,Yes,Electronic check,24.06,885.77,3,1
CUST-00876,Female,0,No,No,39,Month-to-month,Fiber optic,No,No,Yes,Credit card,45.11,1710.83,2,1
CUST-00877,Male,0,Yes,Yes,54,Two year,No,Yes,No,Yes,Bank transfer,85.33,4209.59,2,0
CUST-00878,Male,0,No,No,40,Month-to-month,Fiber optic,No,No,No,Bank transfer,24.75,923.07,0,0
CUST-00879,Female,0,Yes,No,45,Two year,Fiber optic,No,No,Yes,Mailed check,79.93,3174.74,2,0
CUST-00880,Male,0,Yes,Yes,6,Month-to-month,Fiber optic,No,No,Yes,Credit card,78.17,540.93,2,1
CUST-00881,Female,0,Yes,No,62,Two year,Fiber optic,No,Yes,Yes,Mailed check,115.36,6317.8,0,0
CUST-00882,Female,0,No,No,32,Two year,DSL,Yes,No,Yes,Electronic check,91.14,2802.67,2,1
CUST-00883,Male,0,No,Yes,11,One year,DSL,No internet service,Yes,Yes,Electronic check,74.1,809.36,3,0
CUST-00884,Female,1,Yes,Yes,59,Month-to-month,DSL,No internet service,No,Yes,Credit card,98.98,5167.55,5,0
CUST-00885,Female,0,No,No,53,One year,Fiber optic,No,No,Yes,Electronic check,78.47,3788.0,0,0
CUST-00886,Male,0,No,No,3,Month-to-month,No,Yes,No,Yes,Credit card,53.5,202.24,2,1
CUST-00887,Female,0,No,Yes,14,Two year,Fiber optic,No,No,Yes,Mailed check,36.38,466.4,0,0
CUST-00888,Female,0,No,No,1,Month-to-month,Fiber optic,No internet service,Yes,Yes,Electronic check,50.77,101.02,1,1
CUST-00889,Male,1,No,No,19,Month-to-month,Fiber optic,No internet service,No,Yes,Credit card,64.0,1262.55,1,0
CUST-00890,Female,1,Yes,No,7,Month-to-month,Fiber optic,No internet service,Yes,No,Bank transfer,69.38,478.83,4,1
CUST-00891,Male,0,No,No,51,One year,Fiber optic,No internet service,No internet service,No,Bank transfer,18.0,917.52,1,0
CUST-00892,Male,0,No,No,38,Two year,Fiber optic,No,No,Yes,Bank transfer,59.51,2087.14,2,0
CUST-00893,Female,0,No,Yes,71,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,65.71,4069.36,2,0
CUST-00894,Female,0,No,Yes,54,One year,DSL,Yes,Yes,Yes,Electronic check,78.69,3877.48,1,1
CUST-00895,Male,1,No,No,44,Two year,Fiber optic,Yes,No internet service,Yes,Electronic check,105.67,4618.83,2,1
CUST-00896,Female,0,No,No,37,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,69.64,2513.67,2,1
CUST-00897,Female,0,No,No,3,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,42.26,149.73,2,1
CUST-00898,Male,0,No,No,5,One year,No,No,No,Yes,Bank transfer,19.55,112.36,1,0
CUST-00899,Female,0,No,Yes,44,One year,Fiber optic,No,No,Yes,Mailed check,82.18,3536.02,1,1
CUST-00900,Female,1,No,No,0,Month-to-month,Fiber optic,Yes,No internet service,No,Bank transfer,43.27,41.6,1,1
CUST-00901,Male,0,Yes,No,3,Two year,DSL,No internet service,Yes,No,Electronic check,86.67,322.79,1,0
CUST-00902,Female,0,No,No,15,Month-to-month,Fiber optic,No internet service,No internet service,Yes,Bank transfer,99.94,1555.61,0,1
CUST-00903,Female,0,No,No,64,Two year,No,Yes,No internet service,Yes,Mailed check,26.4,1623.69,0,0
CUST-00904,Female,0,Yes,No,33,Two year,No,Yes,No,Yes,Mailed check,78.85,2329.19,1,0
